TI,DE,ID,AB,PY
Autonomous self-pollination and insect visitors in partially and fully mycoheterotrophic species of Cymbidium (Orchidaceae),Autogamy; Mixotrophy; Mycoheterotrophy; Orchidaceae; Pollination biology; Self-pollination,EVOLUTIONARY CONSEQUENCES; MONOTROPOIDEAE ERICACEAE; INBREEDING DEPRESSION; REPRODUCTIVE-BIOLOGY; ENDANGERED ORCHID; BEE POLLINATION; FRUIT-SET; PLANTS; JAPAN; ECOLOGY,"Few studies have examined the reproductive ecology of mycoheterotrophic plants, but the existing literature hypothesizes that they adopt a self-pollinating strategy. Although growing evidence indicates that some rewarding mycoheterotrophic plants depend (at least partially) on an insect-mediated pollination system, it remains unclear whether some mycoheterotrophic plants can attract pollinators without nectar or other rewards. Moreover, in a broader evolutionary/ecological context, the question of whether the evolution of mycoheterotrophy induces a shift in pollination pattern is still unknown. Here I present a comparative investigation into the breeding system of two fully mycoheterotrophic orchids, Cymbidium macrorhizon and C. aberrans, and their closest extant relative, the mixotrophic C. lancifolium. Pollination experiments were conducted to determine the breeding system of these plants. In addition, flower visitors that might contribute to pollination were recorded. Flowers at different maturity stages were examined to investigate mechanisms enabling or limiting self-fertilization. While nectarless flowers of C. lancifolium and C. macrorhizon can successfully attract potential pollinator honeybees, all three Cymbidium possess an effective self-pollination system in which the rostellum that physically separates the stigma and pollinia is absent. Because mixotrophic and mycoheterotrophic Cymbidium occupy low-light niches, pollinator foraging would be negatively influenced by low-light intensity. In partial and fully mycoheterotrophic Cymbidium, autogamy would likely be favoured as a reproductive assurance to compensate for pollinator limitation due to their lack of nectar and pollinators' hostile habitat preferences.",2015
Quantifying direct vs. indirect effects of nectar robbers on male and female components of plant fitness,compensation; direct effects; floral larceny; indirect effects; Ipomopsis aggregata; nectar robbing; plant-pollinator interactions; pollen receipt; pollination; reproductive ecology,IPOMOPSIS-AGGREGATA POLEMONIACEAE; HUMMINGBIRD-POLLINATED PLANT; 2 EPIPHYTIC BROMELIADS; ROBBING BUMBLE BEES; FLORAL LARCENY; EVOLUTIONARY CONSEQUENCES; ADAPTIVE SIGNIFICANCE; REPRODUCTIVE FITNESS; CORYDALIS-AMBIGUA; POLLEN LIMITATION,"Plants interact simultaneously with both mutualists and antagonists. While webs of plant-animal interactions in natural systems can be highly complex, most interactions can be simplified into those that are either direct (mediated through pairwise interactions) or indirect (mediated through third-party species). Mechanistic studies of the direct and indirect pathways by which foliar herbivores affect plants have been well explored; however, mechanistic explorations of how floral herbivores, such as nectar robbers, affect total plant fitness via direct vs. indirect pathways have received less attention. The goal of this study was to assess the importance of direct vs. pollinator-mediated indirect effects of a floral antagonist on female and male components of plant fitness. We focused on the hummingbird-pollinated plant scarlet gilia, Ipomopsis aggregata, which is nectar-robbed by the bumblebee Bombus occidentalis. Prior studies have found evidence for pollinator-mediated indirect effects of robbing on female and male components of I. aggregata fitness, but the mechanisms by which these indirect effects occur, and experimental evidence supporting or refuting direct effects of robbing, have been lacking. We found no evidence for direct effects of robbing on plant fitness. Robbers did not act as pollinators of I.aggregata nor did they directly affect seed production by making nectar-robber holes or removing nectar in hand-pollinated flowers. Moreover, robbing had no direct effect on pollen production per flower or the ability of pollen from robbed flowers to sire seeds in hand pollinations. However, nectar robbing had indirect effects on plant reproduction mediated through per-visit pollinator effectiveness at depositing pollen in robbed vs. unrobbed flowers. A simple model of a plant-robber-pollinator system suggested that robbing effects in general may occur through more indirect mechanisms when nectar removal by robbers is high relative to nectar replenishment, and that compensation for robbing is then more profitable through the production of additional flowers.Synthesis. Our results highlight the importance of indirect effects in mediating the fitness consequences of species interactions.",2015
Sexual antagonism in the pistil varies among populations of a hermaphroditic mixed-mating plant,Collinsia heterophylla; conflict cost; delayed stigma receptivity; mixed-mating; pollen competition; sexually antagonistic coevolution,STIGMA RECEPTIVITY; INBREEDING DEPRESSION; DIVERGENT SELECTION; SELF-FERTILIZATION; FEMALE RESISTANCE; FLOWERING PLANTS; CONFLICT; COEVOLUTION; POLLEN; EVOLUTION,"Sexual conflicts and their evolutionary outcomes may be influenced by population-specific features such as mating system and ecological context; however, very few studies have investigated the link between sexual conflict and mating system. The self-compatible, mixed-mating hermaphrodite Collinsia heterophylla (Plantaginaceae) is thought to exhibit a sexual conflict over timing of stigma receptivity. This conflict involves (i) delayed stigma receptivity, which intensifies pollen competition, and (ii) early fertilization forced by pollen, which reduces seed set. We investigated the potential for the conflict to occur under field conditions and performed glasshouse crosses within eight populations to assess its consistency across populations. Flowers were visited, and produced seeds after pollination, at all developmental stages, suggesting that the conflict can be of significance under natural conditions. In the glasshouse, early pollination imposed costs in all populations. Overall, the timing of first seed set was most strongly affected by the maternal parent, denoting stronger female than male ability to influence the onset of stigma receptivity. Crosses also revealed a negative relationship between donor- and recipient-related onset of receptivity within individuals, a novel result hinting at trade-offs in sex allocation or a history of antagonistic selection. Neither timing of stigma receptivity, timing of first seed set, nor pollen competitive ability covaried with population outcrossing rate. In conclusion, these results indicate that sexually antagonistic selection may be present in varying degrees in different populations of C.heterophylla, but this variation does not appear to be directly related to mating system variation.",2015
High-elevation range limit of an annual herb is neither caused nor reinforced by declining pollinator service,Abundant centre distribution; autogamous pollination; Bombus; distribution boundary; elevation gradient; inbreeding; microsatellite markers; pollen limitation; reproductive ecology; visitation rate,CAMISSONIOPSIS-CHEIRANTHIFOLIA ONAGRACEAE; INTERSPECIFIC POLLEN TRANSFER; MIXED MATING SYSTEMS; HIGH TEMPERATE ANDES; SELF-FERTILIZATION; GEOGRAPHICAL RANGE; RHINANTHUS-MINOR; SPECIES RANGE; EVOLUTIONARY PERSPECTIVES; PERIPHERAL-POPULATIONS,"Pollination failure has been proposed to be an important determinant of plant species' range limits if pollinator activity declines along an environmental gradient, directly limiting plant populations, or if plant populations decline along an environmental gradient and subsequently fail to attract sufficient visitation. Both mechanisms predict reduced pollinator visitation, increased pollen limitation and decreased seed production towards range limits, and the first additionally predicts declining pollinator abundance independent of any particular plant species. However, many self-compatible species have some capacity for autonomous self-fertilization, which may buffer reproductive success from declining pollinator visitation if inbreeding depression is mild. Thus pollinator-mediated limits may also predict selection for reduced reliance on pollinators towards range limits. We tested these predictions towards the high-elevation limit of the self-compatible, bumblebee (Bombus)-pollinated Rhinanthus minor, along two elevation transects in the Rocky Mountains of Alberta, Canada.Bombus abundance was highest at mid- (range-centre) and high-elevation (range limit) sites, so declining pollinator abundance is unlikely to impose high-elevation limits for bumblebee-pollinated species in this area. Flowers per plant and per m(2) declined at upper range limits, potentially rendering edge populations less attractive. However, visitation rate did not decline towards the range limit at either transect. Stigmatic pollen receipt declined with increasing elevation, but seed set did not, nor did outcross pollen supplementation increase seed set at any site. Investment in floral attractiveness (corolla area/ovary area) increased towards range limits, but capacity for high-quality autonomous seed set and adult inbreeding coefficients inferred from genetic markers were uniformly high, suggesting frequent self-fertilization and weak inbreeding depression throughout the range.Synthesis. We found no evidence for pollination failure towards the upper range limit of R.minor. Moreover, unlike some species with a capacity for autogamy, autonomous selfing makes a major contribution to R.minor's mating system and demography, and likely buffers reproductive success from stochasticity in pollination. Continued investment in floral attractiveness despite high autonomous selfing suggests some evolutionary benefit to pollinator-mediated outcrossing, rather than ecological benefits via increasing seed quantity or quality. Given that >50% of angiosperms are self-compatible, the reproductive assurance provided by selfing may reduce the importance of pollination in limiting plant distributions compared to other biotic interactions.",2015
Floral visitation by the Argentine ant reduces bee visitation and plant seed set,Argentine ant; bee visitation; biological invasion; Calystegia macrostegia; Halictidae; island morning glory; Linepithema humile; pollen limitation; pollination; visitation network,FLOWERING PLANTS; POLLINATION; MUTUALISMS; NECTAR; INDIVIDUALS; COMMUNITIES; INVASIONS; NETWORKS; SYSTEM,"Ants often visit flowers, but have only seldom been documented to provide effective pollination services. Floral visitation by ants can also compromise plant reproduction in situations where ants interfere with more effective pollinators. Introduced ants may be especially likely to reduce plant reproductive success through floral visitation, but existing experimental studies have found little support for this hypothesis. Here, we combine experimental and observational approaches to examine the importance of floral visitation by the nonnative Argentine ant (Linepithema humile) on plant species native to Santa Cruz Island, California, USA. First, we determine how L. humile affects floral visitor diversity, bee visitation rates, and levels of pollen limitation for the common, focal plant species island morning glory (Calystegia macrostegia ssp. macrostegia). Second, we assess the broader ecological consequences of floral visitation by L. hum lie by comparing floral visitation networks between invaded and uninvaded sites. The Argentine ant and native ants both visited island morning glory flowers, but L. humile was much more likely to behave aggressively towards other floral visitors and to be the sole floral occupant. The presence of L. humile in morning glory flowers reduced floral visitor diversity, decreased rates of bee visitation, and increased levels of pollen limitation. Network comparisons between invaded and uninvaded sites revealed differences in both network structure and species-level attributes. In invaded sites, floral visitors were observed on fewer plant species, ants had a higher per-plant interaction strength relative to that of other visitors, and interaction strengths between bees and plants were weaker. These results illustrate that introduced ants can negatively affect plant reproduction and potentially disrupt pollination services at an ecosystem scale.",2015
A comparison of reproductive strategies between island and mainland Caribbean Gesneriaceae,Caribbean; Gesneriaceae; island; mainland; pollination; reproductive ecology; self-pollination; specialization,PLANT-POLLINATOR INTERACTIONS; BREEDING SYSTEMS; INBREEDING DEPRESSION; FLORAL SPECIALIZATION; GALAPAGOS-ISLANDS; WEST-INDIES; NEW-ZEALAND; HUMMINGBIRD; NETWORKS; ECOLOGY,"The evolution of self-pollination has long been considered an adaptive strategy to cope with low or variable pollinator service; however, alternative reproductive strategies, such as generalized pollination (>1 pollinator functional group), may also ensure plant reproductive success in environments with inadequate pollinator visitation. Island-mainland systems provide ideal settings to assess the interaction between pollination and breeding systems in response to pollinator visitation because islands are often pollinator-depauperate. This study compared 28 insular and 26 mainland species of Caribbean Gesneriaceae to test the hypothesis that low diversity and possibly low pollinator service on islands would lead to a greater frequency of generalized plant-pollinator interactions and/or a higher potential for autonomous self-pollination in insular than in mainland species. We also assessed the hypothesis that epiphytic species should have greater autofertility than species occurring in other habitats. Pollinator observations conducted in the field from 2004 to 2014 revealed bat, bee, butterfly, hummingbird, moth, and generalized pollination systems. Functional specialization in pollination systems was high in insular (71% of the species) and mainland sites (all species), but generalized and bat-pollinated species were more common on islands. Overall, pollinator visitation rates did not differ between island and mainland; however, for hummingbird-pollinated species, visitation rate was on average three times higher in mainland than island species. Autofertility indices (fruit set of bagged/outcross flowers) ranged from 0 to 1 and did not differ between island and mainland species. Species growing on rocks (rupiculous) and trees (epiphytic) had on average higher autofertility than terrestrial species.Synthesis. This study revealed that alternative reproductive strategies are used in pollinator-depauperate environments. Pollinator visitation is lower in insular hummingbird-pollinated species (the ancestral pollination system of insular Gesneriaceae); therefore, generalized pollination may be considered a reproductive assurance mechanism evolved primarily on island environments. Contrary to the long-standing tenet, however, autonomous self-pollination was similar in island and mainland Gesneriaceae suggesting that: (i) generalized pollination provides a viable alternative to selfing in pollinator-depauperate environments, (ii) autofertility as a reproductive assurance mechanism may be frequent in plant species from mainland regions in environments with unpredictable pollinator visitation and resource availability.",2015
Unrivalled specialization in a pollination network from South Africa reveals that specialization increases with latitude only in the Southern Hemisphere,Cape Floristic Region; community ecology; functional specialization; hemispheric asymmetry; latitudinal trends; pollination syndrome; specialized pollination; two-dimensional Shannon entropy,MUTUALISTIC INTERACTION NETWORKS; CAPE FLORISTIC REGION; FLORAL SPECIALIZATION; INSECT DIVERSITY; CLIMATE-CHANGE; PLANT; DIVERSIFICATION; COEXISTENCE; SPECIATION; PATTERNS,"Aim We aimed to produce the first complete pollination network for Africa to test (1) whether South African plants are unusually specialized in their interactions with pollinators, and (2) whether the South African data conform with global patterns of specialization. LocationCederberg, Cape Floristic Region, South Africa (32 degrees 0431.52S, 19 degrees 04 48.42E; elevation 320m). methods we sampled all plant-pollinator interactions within a 1-ha plot to assemble a network of 62 plant species linked to 217 pollinators species by 10,314 visits. We calculated the standardized Kullback-Leibler distance (d) as an estimate of plant and animal specialization, and standardized two-dimensional Shannon entropy (H-2) as an estimate of network-wide specialization. We compared these metrics with those calculated for 58 other networks from across the world. results ina global context, the South African plant species had an unusually high number of interaction partners (mean=6.32) while the animal species had unusually few (mean=1.81). Animal diversity was high relative to plant diversity (network asymmetry=0.56). Nevertheless, the South African plants, pollinators and network overall were more specialized than any previously studied community (weighted mean d plants=0.824 and animals=0.807, community H-2=0.834), suggesting functional specialization. Overall, specialization was found to increase sharply with latitude in the Southern Hemisphere, whereas no relationship was found in the Northern Hemisphere. Main conclusions the findings that South African plants have a high diversity of pollinators and that specialization of pollination networks increases with latitude in the Southern Hemisphere only are in contradiction to expectations derived from earlier literature. Long-term climatic stability in the Southern Hemisphere might have allowed phenotypic and functional specialization to manifest and persist.",2015
Nectar sugars and bird visitation define a floral niche for basidiomycetous yeast on the Canary Islands,Basidiomycetes; Bird pollination; Boraginaceae; Canary Islands; Nectar-dwelling yeast,SOUTHERN SPANISH PLANTS; SOIL YEASTS; FLOWERS; COMMUNITIES; POLLINATION; TRAITS; ECOLOGY; BEES; IDENTIFICATION; FRAMEWORK,"Background: Studies on the diversity of yeasts in floral nectar were first carried out in the late 19th century. A narrow group of fermenting, osmophilous ascomycetes were regarded as exclusive specialists able to populate this unique and species poor environment. More recently, it became apparent that microorganisms might play an important role in the process of plant pollination. Despite the importance of these nectar dwelling yeasts, knowledge of the factors that drive their diversity and species composition is scarce. Results: In this study, we linked the frequencies of yeast species in floral nectars from various host plants on the Canary Islands to nectar traits and flower visitors. We estimated the structuring impact of pollination syndromes (nectar volume, sugar concentration and sugar composition) on yeast diversity. The observed total yeast diversity was consistent with former studies, however, the present survey yielded additional basidiomycetous yeasts in unexpectedly high numbers. Our results show these basidiomycetes are significantly associated with ornithophilous flowers. Specialized ascomycetes inhabit sucrose-dominant nectars, but are surprisingly rare in nectar dominated by monosaccharides. Conclusions: There are two conclusions from this study: (i) a shift of floral visitors towards ornithophily alters the likelihood of yeast inoculation in flowers, and (ii) low concentrated hexose-dominant nectar promotes colonization of flowers by basidiomycetes. In the studied floral system, basidiomycete yeasts are acknowledged as regular members of nectar. This challenges the current understanding that nectar is an ecological niche solely occupied by ascomycetous yeasts.",2015
"Thismia hongkongensis (Thismiaceae): a new mycoheterotrophic species from Hong Kong, China, with observations on floral visitors and seed dispersal",Burmanniaceae; China; mycoheterotrophic; pollination; rain splash dispersal; Thismia; Thismiaceae; new species,BURMANNIACEAE; PHYLOGENY; VIETNAM; BORNEO; PLANTS,"A new species, Thismia hongkongensis S.S.Mar & R.M.K.Saunders, is described from Hong Kong. It is most closely related to Thismia brunonis Gruff, from Myanmar, but differs in the number of flowers per inflorescence, the colour of the perianth tube, the length of the filaments, and the shape of the stigma lobes. We also provide inferences on the pollination ecology and seed dispersal of the new species, based on field observations and interpretations of morphology. The flowers are visited by fungus gnats (Myctophilidae or Sciaridae) and scuttle flies (Phoridae), which are likely to enter the perianth tube via the annulus below the filiform tepal appendages, and exit via small apertures between the filaments of the pendent stamens. The flowers are inferred to be protandrous, and flies visiting late-anthetic (pistillate-phase) flowers are possibly trapped within the flower, increasing chances of pollen deposition on the receptive stigma. The seeds are likely to be dispersed by rain splash.",2015
Ecological integration of eucalypts in Europe: Interactions with flower-visiting birds,Alien species; Bird pollination; Eucalyptus globulus; Mutualistic interactions; Naturalization; Novel ecosystems,GLOBULUS SSP GLOBULUS; EXOTIC PLANT INVASIONS; POLLINATED PLANT; POLLEN; PLANTATIONS; WARBLERS; HABITAT; NECTAR; VISITATION; MYRTACEAE,"The degree of ecological integration of an exotic species depends on the emergence of new interactions with the host community, either antagonistic or mutualistic, such as pollination. This will determine the impact of the new species on the host community (positive or negative, direct or indirect) as well as the capacity of the new species to sustain biodiversity. Eucalypts are the most widely planted trees in the world and depend on pollination by animals for seed production. Blue gum (Eucalyptus globulus), one of the most commonly used and a dominant tree in NW of Spain, where this study has been conducted, is pollinated mainly by birds in its native range. In Europe pollination is mainly insect mediated, there are no specialized nectar-feeding birds and ornithophily (plant adaptation for bird pollination) is extremely rare (only recognized for one species, a Tertiary relict). Nevertheless, opportunistic nectar-feeding has been occasionally observed for some European songbirds. In this study, we determine the prevalence and strength of the interaction between eucalypts and birds by analyzing the occurrence and abundance of pollen in birds captured in mist nets in mixed landscapes with eucalypt plantations. Eucalypts represented the most important flower resource for the flower-visiting bird community. Eucalypt pollen was present in 171 individuals belonging to 19 bird species (out of the 485 birds captured in 33 species) and represented 98.2% of all pollen recorded. The large pollen loads found are indicative of frequent eucalypt flower use by the bird community. This study provides a good example of the ecological integration of a widely planted forestry species. The frequency of eucalypt pollen in birds points to the widespread use of this novel resource by birds and to the high ecological relevance of this interaction. The establishment of this novel interaction may favor seed production and, with it, population regeneration and spread of this exotic tree.    ",2015
Feeding damage to plants increases with plant size across 21 Brassicaceae species,Antagonists; Herbivory; Plant fitness; Pollen beetles; Trophic interactions,CEUTORHYNCHUS-ASSIMILIS PAYK; DISPERSAL SEED PREDATION; OILSEED RAPE; NAPUS L; HOST-PLANT; BODY-SIZE; POLLEN BEETLES; HERBIVORY; INSECTS; ARCHITECTURE,"Plant size is a major predictor of ecological functioning. We tested the hypothesis that feeding damage to plants increases with plant size, as the conspicuousness of large plants makes resource finding and colonisation easier. Further, large plants can be attractive to herbivores, as they offer greater amounts and ranges of resources and niches, but direct evidence from experiments testing size effects on feeding damage and consequently on plant fitness is so far missing. We established a common garden experiment with a plant size gradient (10-130 cm height) using 21 annual Brassicaceae species, and quantified plant size, biomass and number of all aboveground components (flowers, fruits, leaves, stems) and their proportional feeding damage. Plant reproductive fitness was measured using seed number, 1000 seed weight and total seed weight. Feeding damage to the different plant components increased with plant size or component biomass, with mean damage levels being approximately 30 % for flowers, 5 % for fruits and 1 % for leaves and stems. Feeding damage affected plant reproductive fitness depending on feeding damage type, with flower damage having the strongest effect, shown by greatly reduced seed number, 1000 seed weight and total seed weight. Finally, we found an overall negative effect of plant size on 1000 seed weight, but not on seed number and total seed weight. In conclusion, being conspicuous and attractive to herbivores causes greater flower damage leading to higher fitness costs for large plants, which might be partly counterbalanced by benefits such as enhanced competitive/compensatory abilities or more mutualistic pollinator visits.",2015
Recursive movement patterns: review and synthesis across species,bumblebees; circular path; conceptual model; foraging; periodicity; predator-prey interactions; route optimization; shell games; spatial memory; traplining,BUMBLE-BEES; SPATIAL MEMORY; ANIMAL MOVEMENT; ECOLOGY PARADIGM; FORAGING SUCCESS; PREY; RESOURCE; PREDATOR; POLLINATORS; POPULATION,"Recursive movement-returns to previously visited areas-is a widespread phenomenon exhibited by a large range of species from bees and birds to primates and large felines, at different spatial scales. Nevertheless, the wide scope and generality of this phenomenon remain underestimated by the scientific community. This limited appreciation for the pervasiveness of recursive movement can be attributed to its study by parallel lines of research, with different methodologies and nomenclature, and almost no cross referencing among them. Among these lines of studies are traplining behavior in foraging ecology, path recursions in movement ecology and the ecology of fear in predator-prey studies. We synthesize these three lines of research, to underline the mechanisms driving these patterns and create a conceptual model for recursive movement behavior across species and spatio-temporal scales. The emergence and complexity of recursive movement patterns are determined by the rate of resource recovery, environmental heterogeneity, the predictability of resource recovery, and the animal's cognitive capabilities. Our synthesis can be used to generate predictions within and among systems, as well as to promote the sharing of knowledge and methodologies gained in each sub-field. Such sharing can greatly advance our understanding of behavioral and ecological processes and provide novel opportunities for future research.",2015
Does persistence of showy calyces in Limonium leptolobum enhance pollinator attraction?,Limonium leptolobum; calyx; floral traits; pollinator preference; advertisement; ecological function,FLORAL COLOR-CHANGE; MULTIFUNCTIONAL BRACTS; EVOLUTION; HERBIVORE; SELECTION; REWARDS,"Aims The calyx, the outermost whorl of a flower (usually green), has been considered to function to protect flowers. In some species, however, calyces are colorful and retained during seed development. Limonium species have been exploited as cut flower crops because the calyces persist for several months after the corolla has closed. To explore the adaptive significance of the persistent calyx in a desert plant Limonium leptolobum, we ask whether persistence of calyces can enhance pollinator attraction by enlarging floral displays, increasing reproductive success in this self-incompatible species. Methods The yellow flower of L. leptolobum lasted 1-2 days but its white, membranous calyx extended fully after the corolla closed, and persisted for over 2 months in the field, making hundreds of 'showy flowers' on one individual. To examine the ecological function of calyces, we test the pollinator attraction hypothesis. In an experimental population, we compared the difference in visit frequency and visitor behavior between intact inflorescences and inflorescences with their calyces removed on the same individual plants. Important findings In four experimental plots four types of floral visitors were observed including bees, butterflies, syrphid flies and day-flying moths. No significant preference was observed between calyx-free and intact inflorescences for both first arrivals and total visit frequency of all types of floral visitors, indicating that the persistence of calyces did not make plants more attractive to potential pollinators. The pollinator attraction hypothesis for the showy calyces was not supported by the current data. Whether the calyx in this desert plant helps seed development or has other functions needs further study.",2015
High incidence of pollen theft in natural populations of a buzz-pollinated plant,Buzz pollination; Pollen larceny; Pollen limitation; Pollen theft; Pollination efficiency; Solanum rostratum,MIRROR-IMAGE FLOWERS; SOLANUM-ROSTRATUM; FLORAL LARCENY; HONEY-BEES; FRUIT-SET; MELASTOMATACEAE; LIMITATION; ECOLOGY; BUMBLEBEES; FITNESS,"More than 20,000 angiosperm species possess non-dehiscent anthers that open through small pores at the anther's tip. These flowers are visited by bees that use vibrations to remove pollen, a phenomenon known as buzz pollination. However, some floral visitors fail to transfer pollen efficiently, either through a mismatch of flower and insect size, or because they are unable to buzz-pollinate. These visitors collect pollen, but provide little or no pollination, behaving as pollen thieves. Although pollen theft is widespread in plants, few studies have quantified the incidence of pollen thieves for buzz-pollinated plants. We use observations of natural populations and floral manipulations of Solanum rostratum (Solanaceae) to investigate the incidence of pollen theft, find morphological and behavioural differences between pollinators and thieves, measure the pollination efficiency of visitors, and characterize the reproductive ecology of this herb. We found that most visitors act as thieves, with < 20 % of all bees contacting the stigma. Insect visitors that regularly failed to contact the stigma (illegitimate visitors), included buzzing and non-buzzing bees, were significantly smaller, visited fewer flowers per bout, and stayed longer in each flower than (legitimate) visitors that regularly contact the stigma. Few flowers visited solely by illegitimate visitors set fruit. Our results show that S. rostratum requires insect visitation to set seed and natural populations experience moderate pollen limitation. We conclude that insect size, relative to the flower, is the main determinant of whether a visitor acts as a pollinator or a pollen thief in S. rostratum.",2015
Asymmetrical nature of the Trollius-Chiastocheta interaction: insights into the evolution of nursery pollination systems,Asymmetrical interactions; brood-site pollination; Chiastocheta; conditional outcomes; mutualism; plant-pollinator interactions; pollinator community; pollinator loss; reproductive ecology; reproductive success; Trollius europaeus,SEED SIZE; FLORAL SPECIALIZATION; FITNESS CONSEQUENCES; OBLIGATE MUTUALISM; EUROPAEUS; COSTS; PATTERNS; BENEFITS; FLIES; MOTHS,"The mutualistic versus antagonistic nature of an interaction is defined by costs and benefits of each partner, which may vary depending on the environment. Contrasting with this dynamic view, several pollination interactions are considered as strictly obligate and mutualistic. Here, we focus on the interaction between Trollius europaeus and Chiastocheta flies, considered as a specialized and obligate nursery pollination system - the flies are thought to be exclusive pollinators of the plant and their larvae develop only in T.europaeus fruits. In this system, features such as the globelike flower shape are claimed to have evolved in a coevolutionary context. We examine the specificity of this pollination system and measure traits related to offspring fitness in isolated T.europaeus populations, in some of which Chiastocheta flies have gone extinct. We hypothesize that if this interaction is specific and obligate, the plant should experience dramatic drop in its relative fitness in the absence of Chiastocheta. Contrasting with this hypothesis, T.europaeus populations without flies demonstrate a similar relative fitness to those with the flies present, contradicting the putative obligatory nature of this pollination system. It also agrees with our observation that many other insects also visit and carry pollen among T.europaeus flowers. We propose that the interaction could have evolved through maximization of by-product benefits of the Chiastocheta visits, through the male flower function, and selection on floral traits by the most effective pollinator. We argue this mechanism is also central in the evolution of other nursery pollination systems.",2015
Absence of nectar resource partitioning in a community of parasitoid wasps,Foraging ecology; Hymenoptera; Myrtaceae; Orchid; Pollination; Pollen load; Thynnidae,PLANT-POLLINATOR INTERACTIONS; SEXUALLY DECEPTIVE ORCHID; CALADENIA ORCHIDACEAE; SPECIES-DIVERSITY; GENETIC-ANALYSIS; HYMENOPTERA; BIODIVERSITY; AUSTRALIA; CONSERVATION; MAINTENANCE,"Parasitoid wasps occur in diverse communities, with the adults of most species sourcing carbohydrates from nectar or honeydew. However, the role of niche partitioning of nectar resources in maintaining diverse communities of parasitoid Hymenoptera is poorly known. To elucidate patterns of nectar resource use and test whether species partition resources, we investigated pollen loads in a community of parasitoid thynnine wasps in the biodiversity hotspot of southwestern Australia. In total, 304 thynnine wasps from 28 species were captured. Eighteen of these species are undescribed, highlighting the high diversity of unrecognized species in southwestern Australia. Pollen loads were detected on 111 individuals representing 19 species. Six pollen types were identified. All species that carried pollen primarily visited two tree species, Agonis flexuosa and Eucalyptus marginata, in the Myrtaceae. The other four pollen types were only recorded from single wasps. There was no evidence of nectar-resource partitioning. This may be due to these Myrtaceae producing abundant, open-faced flowers. Wasp species that were not recorded carrying pollen may utilise other carbohydrate sources, such as homopoteran honeydew. Niche partitioning is predicted to occur during the parasitoid larval phase of the life cycle. This study highlights the importance of nectariferous Myrtaceae in supporting diverse wasp communities. Further, two species of nectar-foraging wasps collected here are involved in the pollination of rare orchid species. Hence, conservation and management of habitats that support floriferous Myrtaceae are important for both the maintenance of diverse wasp communities, and the plants they pollinate.",2015
"Natural history and biogeography of Partamona rustica, an endemic bee in dry forests of Brazil",Conservation; Constrictotermes cyphergaster; Ecological niche modeling; Nesting sites; Pollen analysis; Stingless bee,SPECIES GEOGRAPHIC DISTRIBUTIONS; POLLEN HARVEST; STINGLESS BEES; CLIMATE-CHANGE; CONSERVATION; POLLINATION; APIDAE; HYMENOPTERA; LANDSCAPES; SERVICES,"Partamona rustica is a stingless bee that occupies dry forests of Brazil, such as the cerrado (savanna-like biome) and caatinga (xeric shrubland and thorn forest), ranging from the northern portion of the state of Minas Gerais to the southwestern portion of the Bahia state. As this bee is endemic to these environments and its biology is poorly known, the aim of the present study was to investigate aspects of its natural history and biogeography. Moreover, the potential distribution of the species is analyzed through ecological niche modeling. Sampling was performed in the full range of distribution of the species. Nesting sites for 145 colonies, plants visited, and termite nests hosts were identified. Most of the termite nests in which the species nested were active (83 %) and corresponded to Constrictotermes cyphergaster. Pollen analyses revealed 62 pollen types from 30 families of angiosperms visited by P. rustica, the most common of which were from the families Leguminosae-Mimosoideae (11.1 %) and Myrtaceae (7.9 %). Partamona rustica occurs in areas at 500 +/- A 187.30 m above sea level with semi-arid climates. The climatic niche model revealed a very realistic range for P. rustica, contouring the Chapada Diamantina National Park by the east, where there are no records of the species. Given the ecological importance of bees as pollinators, the intense pressure exerted by bee hunters and environmental changes caused by human activities, the present findings underscore the importance of concentrating efforts on the conservation of dry areas and the endemic species that inhabit these forests.",2015
